Voltage(V),SoE (%)
3.765395,62.65506556
3.765223,62.64097803
3.765102,62.62680395
3.764981,62.61268397
3.764764,62.5985207
3.764646,62.58435744
3.764402,62.57023745
3.764235,62.55606337
3.764167,62.54196503
3.763954,62.52772602
3.76383,62.5136926
3.763607,62.49950769
3.763482,62.48542017
3.763285,62.47119199
3.763169,62.45708282
3.763102,62.44291956
3.762822,62.42873465
3.7628,62.41464713
3.762703,62.40057043
3.762643,62.38639634
3.762488,62.37230882
3.762301,62.35814555
3.762133,62.34403639
3.762062,62.32987313
3.761893,62.31579642
3.761732,62.30162234
3.761544,62.28745907
3.761412,62.27337155
3.761112,62.25928402
3.760983,62.24513158
3.760827,62.23096832
3.760667,62.21688079
3.760565,62.20270671
3.760363,62.18856509
3.760298,62.17448838
3.760126,62.16040086
3.760076,62.14622677
3.75997,62.13208515
3.75984,62.11792188
3.759715,62.10382354
3.75957,62.08976848
3.759443,62.07552947
3.759254,62.06145277
3.759121,62.04735442
3.758963,62.0332128
3.75873,62.01912528
3.758583,62.00497283
3.758337,61.99083121
3.758202,61.97674368
3.758108,61.96261288
3.757904,61.94844961
3.757818,61.93436209
3.757643,61.92030703
3.757491,61.90615458
3.757405,61.89207788
3.757344,61.87792543
3.757277,61.86384873
3.7571,61.84970711
3.756918,61.83556548
3.756853,61.82141304
3.756662,61.80734715
3.756516,61.79320553
3.756409,61.77912882
3.756183,61.76506294
3.755934,61.7509105
3.755768,61.73677969
3.755704,61.72270299
3.755426,61.70855054
3.755317,61.69443056
3.755146,61.68036467
3.755055,61.66622305
3.754908,61.65216799
3.754751,61.63801554
3.754702,61.6239713
3.754569,61.60982967
3.754443,61.59567723
3.754345,61.58162216
3.7542,61.56748054
3.754092,61.55334974
3.75396,61.53937041
3.753767,61.52515305
3.753652,61.51109798
3.753347,61.49705374
3.753187,61.48290129
3.753011,61.46883541
3.75288,61.45472625
3.752717,61.44067118
3.752547,61.42652956
3.752459,61.41232301
3.752254,61.39825713
3.752106,61.38420206
3.751977,61.37008208
3.751942,61.35603784
3.751842,61.34191785
3.751747,61.32776541
3.751591,61.31372116
3.751373,61.29959036
3.751305,61.28555693
3.751162,61.27151269
3.750993,61.25737106
3.750882,61.24325108
3.750635,61.22919602
3.750415,61.21506521
3.750281,61.20095605
3.7501,61.1869118
3.750002,61.17279182
3.749824,61.15874757
3.749656,61.14471415
3.749518,61.13057252
3.749398,61.11646336
3.749284,61.10233256
3.749247,61.08829913
3.749119,61.07418997
3.74898,61.06015654
3.7489,61.04602574
3.748729,61.03200313
3.748558,61.01788315
3.748433,61.00384972
3.748236,60.98971892
3.748077,60.97562058
3.747833,60.96157633
3.747612,60.94744553
3.747568,60.93334718
3.747377,60.91931376
3.747169,60.90528033
3.747094,60.89117117
3.746956,60.87713774
3.746862,60.86301776
3.74671,60.8489086
3.746529,60.83479943
3.746492,60.82075519
3.746406,60.80665684
3.746301,60.7925585
3.746124,60.77853589
3.745955,60.76441591
3.745839,60.7503933
3.745688,60.73628414
3.745536,60.72226153
3.745427,60.70814155
3.745084,60.69412977
3.744918,60.68009634
3.744806,60.66600882
3.74465,60.65189965
3.74452,60.63779049
3.744394,60.6237787
3.744245,60.60965872
3.744105,60.59564693
3.743942,60.58153777
3.743814,60.56749352
3.743695,60.55348174
3.743585,60.53940503
3.743534,60.52530669
3.743388,60.51120835
3.74327,60.49709918
3.743114,60.48316314
3.742986,60.46906479
3.742805,60.45506383
3.74264,60.44087892
3.742436,60.42685632
3.742292,60.41276879
3.742042,60.39876783
3.741907,60.38466948
3.741825,60.37057114
3.74159,60.35655935
3.741467,60.34246101
3.741326,60.32844923
3.741199,60.31438334
3.741137,60.30034992
3.741036,60.28634895
3.740993,60.27226143
3.740853,60.25826046
3.740664,60.24408638
3.740571,60.23009623
3.740337,60.21608445
3.740209,60.2019861
3.740095,60.1879094
3.739975,60.17390843
3.739739,60.15982091
3.739522,60.14581994
3.739373,60.1316675
3.739203,60.11773145
3.739058,60.10364393
3.738934,60.08957805
3.738748,60.07557708
3.738709,60.06156529
3.738495,60.04749941
3.738361,60.03342271
3.738278,60.01941092
3.738235,60.00533422
3.738139,59.99125751
3.737965,59.97719163
3.737809,59.96319066
3.737657,59.94910314
3.737529,59.93512381
3.737389,59.92104711
3.737275,59.90704614
3.737016,59.89295862
3.736784,59.87896847
3.736629,59.86489177
3.736522,59.85091244
3.736296,59.83684656
3.736276,59.82285641
3.736071,59.80876889
3.735921,59.79477874
3.735808,59.78072368
3.735726,59.76672271
3.735609,59.75258109
3.735517,59.73859094
3.73543,59.7246008
3.735264,59.71051327
3.735126,59.69646903
3.735001,59.68238151
3.734855,59.66848874
3.734717,59.6543363
3.734505,59.64035697
3.734235,59.62636683
3.734109,59.6122252
3.733958,59.59832162
3.73382,59.58417999
3.73365,59.57017903
3.733544,59.5561997
3.733345,59.5422312
3.733176,59.52815449
3.733068,59.51409943
3.733083,59.50004436
3.732988,59.48606504
3.732853,59.47208571
3.732751,59.45801983
3.732541,59.44396476
3.732431,59.42998544
3.732283,59.41594119
3.732119,59.40195105
3.732065,59.38780942
3.731789,59.37385174
3.731568,59.35987241
3.731426,59.34590391
3.731237,59.33184884
3.73111,59.31778296
3.731001,59.30382527
3.730904,59.28977021
3.730713,59.27571514
3.730583,59.2616709
3.730492,59.24770239
3.730383,59.23372307
3.730348,59.219668
3.730171,59.20563458
3.730068,59.19166607
3.729941,59.17769757
3.729766,59.16363168
3.729619,59.14959826
3.729489,59.13555401
3.72928,59.12158551
3.729122,59.10753044
3.728855,59.09349702
3.728735,59.07952851
3.72855,59.06557083
3.72845,59.05151576
3.728374,59.03755808
3.72818,59.02352465
3.72802,59.00956697
3.72787,58.99544698
3.727742,58.98146766
3.727655,58.96744505
3.727647,58.95347655
3.727562,58.93951886
3.727394,58.92547462
3.727217,58.91145201
3.727109,58.89747269
3.726945,58.88343926
3.726795,58.86948157
3.726611,58.85544815
3.72642,58.84141473
3.726201,58.82746786
3.726075,58.81344525
3.725988,58.79948757
3.725855,58.78545414
3.725732,58.77150728
3.725473,58.75745221
3.725359,58.74344043
3.725212,58.72948274
3.725222,58.71553588
3.725066,58.70149163
3.724978,58.68746903
3.724892,58.67344642
3.724758,58.65948874
3.724543,58.64546613
3.724444,58.63149763
3.724293,58.6175724
3.724093,58.60352816
3.723949,58.58960293
3.723742,58.57556951
3.723617,58.56155772
3.723492,58.54761086
3.723282,58.53357743
3.723135,58.51954401
3.723022,58.50559714
3.722872,58.49158536
3.722732,58.47764931
3.722579,58.46363752
3.722548,58.44966902
3.722455,58.43565723
3.722374,58.42163463
3.722226,58.40762284
3.722104,58.39367598
3.721948,58.37966419
3.721806,58.36574979
3.721661,58.3517921
3.721521,58.33786688
3.721289,58.32375771
3.721035,58.30975675
3.720945,58.2958207
3.720789,58.28188466
3.720672,58.26787287
3.720461,58.253926
3.720447,58.23992504
3.720229,58.22598899
3.72007,58.21198803
3.719972,58.19796542
3.719885,58.18395364
3.71989,58.17002841
3.719733,58.15610319
3.71958,58.14216714
3.719478,58.12809044
3.719275,58.11416521
3.719151,58.10022917
3.719014,58.08621738
3.71879,58.0722056
3.718654,58.05829119
3.718457,58.04429022
3.718317,58.030365
3.718186,58.01636403
3.718067,58.00242799
3.717867,57.98843784
3.717749,57.9744477
3.717598,57.96042509
3.717463,57.94649987
3.717419,57.93257464
3.717352,57.9185845
3.717202,57.90458353
3.717102,57.89058257
3.717005,57.8767439
3.716847,57.86275375
3.716678,57.84874197
3.716523,57.83476264
3.716357,57.82083742
3.716172,57.80691219
3.715948,57.79292205
3.715915,57.77901846
3.715747,57.7650175
3.715569,57.75110309
3.715417,57.73711294
3.715271,57.72310116
3.715096,57.70912183
3.715044,57.69513169
3.714922,57.68120646
3.714801,57.66729206
3.714773,57.65331273
3.714624,57.63932259
3.714549,57.625419
3.714318,57.61149378
3.714167,57.59751445
3.714081,57.58361086
3.713984,57.5696099
3.713745,57.55564139
3.713583,57.54171617
3.713353,57.52772602
3.713232,57.51382244
3.713112,57.49984311
3.712933,57.48585297
3.712765,57.47194938
3.712686,57.45805661
3.712507,57.44407729
3.712378,57.43009796
3.712289,57.41619438
3.712226,57.40212849
3.712146,57.38831147
3.712094,57.3742564
3.711891,57.36035282
3.711784,57.34643841
3.711624,57.33248072
3.711459,57.31857714
3.71141,57.30452207
3.711126,57.29062931
3.710874,57.27672572
3.710766,57.26275722
3.71063,57.24876707
3.710552,57.23488513
3.710428,57.22099236
3.710206,57.20701303
3.710115,57.19302289
3.709947,57.17914094
3.709838,57.16516162
3.709754,57.15119311
3.709757,57.13732199
3.709609,57.12332102
3.709465,57.10944989
3.709352,57.09555713
3.709215,57.08151288
3.709017,57.06762012
3.708934,57.05372735
3.708746,57.03976967
3.708575,57.02579034
3.708314,57.01189757
3.708284,56.99792907
3.70814,56.98405794
3.707919,56.97007862
3.707778,56.95613175
3.707705,56.94223899
3.707557,56.9282813
3.707444,56.91437771
3.707354,56.90043085
3.707302,56.8865489
3.707225,56.87260204
3.70704,56.85870927
3.70693,56.84474077
3.706754,56.8307939
3.706631,56.81691195
3.706433,56.80303001
3.706368,56.7890615
3.706176,56.77510382
3.705957,56.76115695
3.705845,56.74727501
3.705642,56.7333065
3.705507,56.71943537
3.705359,56.70547769
3.705337,56.69160656
3.705149,56.6776597
3.705008,56.66369119
3.70488,56.64983088
3.704757,56.63588402
3.704657,56.62199125
3.704667,56.60813095
3.704482,56.59409752
3.704337,56.58021558
3.704223,56.56634445
3.704059,56.55239758
3.703965,56.53842908
3.703851,56.52456877
3.703639,56.51069765
3.703384,56.49673996
3.703307,56.48290129
3.703141,56.46886787
3.702977,56.45498592
3.70292,56.4411148
3.702715,56.42717875
3.702626,56.41323189
3.702498,56.3993824
3.70229,56.38542471
3.702226,56.37148867
3.702213,56.35761754
3.702118,56.34367068
3.701968,56.32981037
3.701803,56.31595006
3.701693,56.3020032
3.701563,56.28806715
3.701427,56.27420685
3.701288,56.26025998
3.701094,56.24641049
3.700953,56.23246363
3.700779,56.21860332
3.70063,56.20466728
3.700453,56.19080697
3.700308,56.17686011
3.700188,56.16293488
3.70005,56.14908539
3.699981,56.13514935
3.699875,56.12128904
3.699756,56.10734218
3.699735,56.09341695
3.699551,56.07955664
3.699481,56.06563142
3.699349,56.05177111
3.699174,56.03784589
3.699072,56.02398558
3.698923,56.01004953
3.698752,55.99611349
3.69855,55.98219908
3.698377,55.9683496
3.698167,55.95450011
3.698081,55.94049914
3.697938,55.92664966
3.697849,55.91278935
3.69772,55.8989615
3.69756,55.88501464
3.697405,55.87117597
3.697305,55.85726157
3.697302,55.84340126
3.697201,55.82941112
3.697095,55.81556163
3.696964,55.80172296
3.696829,55.78778692
3.696681,55.77387251
3.696588,55.76003384
3.696413,55.74610862
3.69627,55.73219421
3.696002,55.71833391
3.695896,55.70443032
3.695729,55.6905051
3.695593,55.67665561
3.695564,55.66281694
3.695365,55.64890254
3.695159,55.63506387
3.695115,55.62113864
3.694941,55.60723506
3.694876,55.59330983
3.694833,55.57949281
3.694687,55.56565414
3.694569,55.55172891
3.694531,55.53782533
3.694358,55.52397584
3.694242,55.51008308
3.694114,55.49624441
3.693916,55.48234082
3.693666,55.46849134
3.693526,55.45458775
3.693389,55.44066252
3.693258,55.42692124
3.69311,55.41300683
3.693029,55.39911407
3.69285,55.38518884
3.692763,55.37129607
3.692502,55.35746823
3.692554,55.343543
3.692492,55.32972597
3.692436,55.31590895
3.692253,55.3019188
3.692194,55.28809096
3.692014,55.27417655
3.691842,55.2603487
3.691738,55.24645594
3.691616,55.23261727
3.691467,55.21873533
3.691271,55.20482092
3.691137,55.19107963
3.690925,55.17708949
3.690834,55.16328328
3.690639,55.14945543
3.690547,55.13547611
3.690357,55.12164826
3.690327,55.10783124
3.690139,55.09397093
3.69013,55.08007816
3.690009,55.06617458
3.689985,55.05234673
3.689795,55.03846478
3.68969,55.02469104
3.6896,55.01081991
3.689457,54.99692715
3.689297,54.98302356
3.689207,54.96916325
3.689033,54.95534623
3.688745,54.94148592
3.688643,54.92760397
3.688478,54.91374367
3.688395,54.89992664
3.688325,54.88601224
3.688193,54.87214111
3.687994,54.8583349
3.687877,54.8444205
3.687747,54.83064675
3.687644,54.81674316
3.687688,54.80293696
3.687531,54.78902255
3.687413,54.77517306
3.687267,54.7613885
3.68717,54.74744163
3.687012,54.73365707
3.68688,54.71974266
3.686685,54.70593645
3.686525,54.69215189
3.686338,54.67818338
3.686209,54.66436635
3.686118,54.65052769
3.685955,54.6366241
3.685837,54.62287199
3.685745,54.60897923
3.685583,54.59512974
3.685353,54.58128026
3.68541,54.56743077
3.685296,54.55363538
3.685279,54.53976426
3.685175,54.52593641
3.68506,54.5120761
3.684878,54.49828072
3.684738,54.48433385
3.684667,54.470506
3.684504,54.45672144
3.684316,54.44282867
3.68412,54.42905492
3.684009,54.41510806
3.68382,54.40131267
3.683697,54.38743073
3.683545,54.37363534
3.683455,54.35983995
3.68335,54.34597965
3.683265,54.33208688
3.68307,54.31831313
3.683009,54.30444201
3.682978,54.29064662
3.682855,54.27677549
3.682789,54.26290437
3.682639,54.24910898
3.682565,54.23530277
3.682375,54.22144247
3.68224,54.20763626
3.682158,54.19372185
3.68196,54.17991565
3.681708,54.16612026
3.681572,54.15224913
3.681458,54.13842129
3.68132,54.12452852
3.681172,54.11073314
3.681108,54.09687283
3.680986,54.08307744
3.680846,54.06920632
3.680808,54.05544339
3.680698,54.041648
3.680711,54.02777688
3.680539,54.01393821
3.680414,54.00006708
3.680241,53.98628252
3.680131,53.97241139
3.680024,53.95864846
3.679937,53.9448639
3.679746,53.93101441
3.679545,53.9171541
3.679349,53.90336954
3.679235,53.88952005
3.679179,53.87567056
3.679025,53.86187518
3.678867,53.84810143
3.678759,53.83425194
3.67867,53.82039164
3.678497,53.80662871
3.678468,53.79277922
3.678353,53.77892974
3.678308,53.76516681
3.678199,53.75131732
3.678071,53.73751112
3.677916,53.72368327
3.67785,53.70990952
3.677706,53.69606004
3.677618,53.68223219
3.677421,53.66841516
3.677204,53.65465224
3.677009,53.64083521
3.676937,53.62690998
3.676824,53.61315788
3.676685,53.59928675
3.676492,53.58553464
3.676467,53.57168516
3.676396,53.55791141
3.676121,53.5440511
3.676095,53.530299
3.676085,53.51644951
3.676009,53.50267576
3.675878,53.48884792
3.67573,53.47500925
3.675603,53.46124632
3.675502,53.44738602
3.675379,53.43364473
3.675267,53.41979524
3.675034,53.4060215
3.675045,53.39219365
3.674772,53.37844154
3.674603,53.36458124
3.674463,53.35081831
3.674312,53.3369039
3.674275,53.3231518
3.674099,53.30931313
3.674031,53.29556102
3.673866,53.28171154
3.673693,53.26797025
3.673682,53.25412076
3.67366,53.24035784
3.673603,53.22654081
3.673502,53.21270214
3.67339,53.19893922
3.673243,53.18511137
3.6731,53.17134844
3.672979,53.15750978
3.67287,53.14369275
3.672684,53.129919
3.672463,53.11617771
3.672375,53.10233905
3.672166,53.08858694
3.672128,53.07475909
3.672049,53.06100699
3.671894,53.04717914
3.671679,53.03336211
3.671582,53.01959919
3.671534,53.00576052
3.671501,52.99195431
3.671461,52.97820221
3.671309,52.9644501
3.671206,52.95054651
3.671058,52.93685933
3.671027,52.9230423
3.670846,52.90922527
3.670723,52.89547317
3.670568,52.88166696
3.670353,52.86790403
3.670206,52.85407619
3.670091,52.84025916
3.669975,52.82650705
3.669815,52.81276576
3.669724,52.798873
3.669608,52.78512089
3.669491,52.77131468
3.669421,52.75756258
3.669291,52.74374555
3.669231,52.72992852
3.669193,52.71619806
3.669085,52.70237021
3.668956,52.68862892
3.668807,52.67488764
3.668752,52.66099487
3.668617,52.64732932
3.668466,52.63351229
3.668327,52.61969527
3.66814,52.60588906
3.667994,52.59214777
3.667843,52.57833075
3.667699,52.56458946
3.667596,52.55085899
3.667478,52.53704197
3.667403,52.52323576
3.667242,52.50950529
3.667151,52.49568827
3.667092,52.48194698
3.667045,52.46815159
3.666912,52.45442112
3.666813,52.44052836
3.666756,52.42678707
3.666652,52.41297004
3.666526,52.3992504
3.666405,52.38545501
3.666296,52.37163798
3.666105,52.35791834
3.665943,52.34418787
3.665763,52.33044658
3.665589,52.31655381
3.665565,52.30283417
3.665445,52.28911452
3.665302,52.27530831
3.665237,52.26149129
3.665089,52.24777164
3.66497,52.23405199
3.664893,52.22017005
3.664942,52.2064504
3.664793,52.19271993
3.664697,52.17892454
3.664538,52.16518326
3.664425,52.15139869
3.664305,52.1376033
3.664218,52.12386202
3.664116,52.11006663
3.663858,52.09634698
3.663715,52.08254077
3.663561,52.06883195
3.66352,52.05504738
3.663354,52.04124117
3.66317,52.02752153
3.663122,52.01372614
3.662992,52.00000649
3.662939,51.98614619
3.662769,51.97239408
3.662757,51.95868525
3.662751,51.9449115
3.662592,51.93109448
3.66254,51.91739647
3.662414,51.90360108
3.662268,51.88989226
3.662119,51.87617261
3.661995,51.86237722
3.66188,51.84858183
3.661695,51.83480809
3.66158,51.82107762
3.661386,51.80730387
3.661313,51.79350849
3.661129,51.77979966
3.661058,51.76608001
3.661028,51.75230626
3.660894,51.73851088
3.660766,51.72481287
3.660664,51.71100666
3.660604,51.69723292
3.660585,51.68353491
3.660467,51.6697287
3.660352,51.65603069
3.660261,51.64233269
3.66011,51.62852648
3.660022,51.61474191
3.659873,51.60104391
3.659777,51.58727016
3.659533,51.57355051
3.659333,51.55977676
3.659271,51.5459922
3.659184,51.53227255
3.659114,51.5184988
3.658959,51.50481161
3.658782,51.49101623
3.658751,51.47724248
3.65858,51.46354447
3.658545,51.44983565
3.658512,51.4360619
3.658504,51.42229897
3.658318,51.40857932
3.658229,51.3948164
3.658088,51.38111839
3.657985,51.36734464
3.657895,51.35358172
3.657744,51.33980797
3.657621,51.32608832
3.65749,51.31240113
3.657273,51.29870313
3.657226,51.28485364
3.657087,51.27116645
3.656928,51.25747926
3.656795,51.24361896
3.656703,51.22992095
3.656659,51.21626622
3.656565,51.20250329
3.656475,51.18872955
3.656469,51.17497744
3.6564,51.16126861
3.65626,51.14751651
3.65613,51.13373194
3.656054,51.12010967
3.655908,51.10634674
3.655809,51.09258382
3.655674,51.07882089
3.655473,51.06511206
3.655334,51.05134913
3.655263,51.03758621
3.655079,51.02386656
3.654975,51.01020101
3.654872,50.99643809
3.654846,50.98267516
3.654757,50.96897715
3.654546,50.95523586
3.654549,50.94153786
3.654452,50.92776411
3.654402,50.91408774
3.654325,50.90033563
3.654151,50.88656189
3.65404,50.87289634
3.653987,50.85912259
3.653854,50.8454354
3.653728,50.83166166
3.653656,50.81792037
3.653342,50.80423318
3.653266,50.79054599
3.653163,50.77671815
3.653026,50.76302014
3.652981,50.74934377
3.652884,50.73560249
3.652727,50.7219153
3.652631,50.70814155
3.652512,50.69448682
3.652487,50.6807239
3.652413,50.66697179
3.652345,50.65329542
3.652282,50.63961905
3.65217,50.62579121
3.652032,50.6120932
3.651915,50.59840601
3.651814,50.58466472
3.651667,50.57092344
3.651608,50.55726871
3.651413,50.54349496
3.651266,50.52981859
3.651114,50.51607731
3.65099,50.50240094
3.650904,50.48864883
3.650749,50.47490754
3.650725,50.46115544
3.650646,50.44755481
3.650448,50.4338027
3.650373,50.42011551
3.650353,50.40632013
3.65029,50.39262212
3.650212,50.37889165
3.650133,50.3652261
3.650019,50.35148482
3.649901,50.33780845
3.649866,50.32406716
3.649678,50.31031505
3.649589,50.29667115
3.649376,50.28298396
3.649189,50.26923185
3.649085,50.25558794
3.648996,50.24182502
3.648928,50.22807291
3.648882,50.21440736
3.648684,50.20067689
3.648568,50.18702217
3.648522,50.17327006
3.648399,50.15952877
3.648426,50.14588486
3.64834,50.13214358
3.64822,50.11839147
3.648109,50.10473674
3.648023,50.09099545
3.647923,50.07734073
3.647821,50.06359944
3.647747,50.04994471
3.647487,50.03620342
3.647389,50.02251624
3.64727,50.00880741
3.647162,49.99506612
3.647056,49.98138975
3.646929,49.96765929
3.646794,49.95401538
3.646702,49.94029573
3.646584,49.92654362
3.646556,49.91289971
3.646504,49.89923417
3.646419,49.88542796
3.646392,49.87176241
3.646242,49.8581185
3.646185,49.84437722
3.646081,49.83065757
3.645952,49.81693792
3.645887,49.80327237
3.645742,49.78962847
3.645566,49.77597374
3.645433,49.76224327
3.645266,49.74850198
3.645211,49.73483644
3.645076,49.72111679
3.644992,49.7074837
3.644836,49.69368831
3.644773,49.68003359
3.644675,49.66636804
3.644627,49.65265921
3.644524,49.63893956
3.644485,49.62527401
3.644411,49.61156519
3.644322,49.59792128
3.644193,49.58426655
3.64413,49.5705469
3.644033,49.55682726
3.643946,49.54309679
3.643842,49.52945288
3.643582,49.51573323
3.643452,49.5020785
3.643363,49.48842378
3.643226,49.47470413
3.64306,49.46098448
3.643104,49.44726483
3.642943,49.43363175
3.642808,49.41998784
3.642722,49.40625737
3.642707,49.39253772
3.642688,49.37889382
3.642622,49.36518499
3.642562,49.3515519
3.64242,49.33785389
3.642316,49.32412342
3.64223,49.31047952
3.642071,49.29682479
3.641994,49.28312678
3.641917,49.26940713
3.641659,49.25569831
3.641533,49.24202194
3.6415,49.22839967
3.641402,49.21470166
3.641242,49.20098202
3.641172,49.18734893
3.641034,49.17362928
3.640992,49.15993127
3.640935,49.14628736
3.640851,49.13265428
3.64071,49.11893463
3.640741,49.1052258
3.640617,49.09159271
3.640512,49.07788389
3.640415,49.0642508
3.640315,49.05055279
3.640226,49.03684396
3.640171,49.02318923
3.639956,49.00949123
3.639819,48.99585814
3.639696,48.98214931
3.639574,48.9685054
3.63949,48.95480739
3.639364,48.94119595
3.639276,48.9274763
3.639221,48.91384321
3.63908,48.9001452
3.639041,48.88643638
3.638985,48.87272755
3.638977,48.85915938
3.638867,48.84540727
3.63879,48.83177418
3.638708,48.81806536
3.63855,48.80444309
3.63846,48.79074508
3.638395,48.77704707
3.638328,48.76340317
3.638085,48.74980254
3.637863,48.73610453
3.637809,48.72248226
3.637729,48.70876261
3.637663,48.69506461
3.637597,48.68137742
3.637439,48.66775515
3.637362,48.65405714
3.637215,48.64042405
3.637165,48.62673687
3.637188,48.6131146
3.637111,48.59940577
3.637034,48.58579432
3.636936,48.57210713
3.636804,48.55847405
3.636719,48.54477604
3.636626,48.53116459
3.636562,48.51748822
3.636365,48.50377939
3.636256,48.49008139
3.636141,48.47645912
3.63603,48.46277193
3.635905,48.44916048
3.635804,48.43553821
3.635702,48.42184021
3.635621,48.40817466
3.6355,48.39447665
3.635509,48.38085438
3.635408,48.36724294
3.635448,48.35354493
3.635286,48.33985774
3.63524,48.32621383
3.63508,48.31253746
3.635064,48.29894766
3.634942,48.28522801
3.634795,48.27162738
3.634703,48.25794019
3.634555,48.24427464
3.634399,48.23065238
3.634356,48.21696519
3.634239,48.203278
3.634087,48.18966655
3.633991,48.17597936
3.633952,48.1623571
3.633825,48.14866991
3.633731,48.13505846
3.633699,48.12139291
3.633651,48.10773818
3.633661,48.09409428
3.633522,48.08041791
3.633464,48.06679564
3.633333,48.05313009
3.633257,48.03948618
3.633175,48.02578818
3.633012,48.01220919
3.632922,47.99854364
3.632777,47.98486727
3.632606,47.97125582
3.632542,47.95762274
3.632421,47.94397883
3.632302,47.9303241
3.632298,47.91668019
3.632142,47.90306874
3.632055,47.8894032
3.631948,47.87571601
3.631886,47.86203964
3.631975,47.84842819
3.631891,47.83476264
3.631771,47.8211512
3.631673,47.80745319
3.631569,47.7938742
3.631464,47.78019783
3.631414,47.76655392
3.63129,47.75292084
3.631089,47.73925529
3.630945,47.72564384
3.630833,47.71197829
3.63075,47.69837766
3.630755,47.68467965
3.63062,47.67112231
3.63047,47.65743512
3.630404,47.64375875
3.630268,47.6300932
3.630273,47.61650339
3.630165,47.60280539
3.630162,47.58923722
3.63013,47.57557167
3.630022,47.56196022
3.62996,47.54830549
3.629829,47.53470487
3.629746,47.52103932
3.629605,47.50737377
3.629503,47.49374068
3.629388,47.48008595
3.62924,47.46648532
3.62915,47.45291716
3.62906,47.43922997
3.628955,47.42557524
3.628866,47.41197461
3.628745,47.3983307
3.628708,47.38465434
3.628633,47.37105371
3.628536,47.35739898
3.628462,47.34380917
3.62846,47.33015444
3.628367,47.31656463
3.628318,47.30288827
3.628207,47.28929846
3.628135,47.27557881
3.627999,47.26196736
3.628007,47.24838837
3.627865,47.23472283
3.627674,47.2211222
3.627447,47.20747829
3.627409,47.19388848
3.627275,47.18022293
3.627282,47.16662231
3.627234,47.15296758
3.627092,47.13931285
3.626964,47.1256473
3.626893,47.11207913
3.626846,47.0984244
3.626787,47.0848346
3.626783,47.07116905
3.626722,47.05759006
3.626626,47.04393533
3.626543,47.0303347
3.626422,47.0166908
3.626348,47.00302525
3.626291,46.98945708
3.626182,46.97580235
3.625916,46.96222336
3.625817,46.94855781
3.625757,46.93497883
3.625671,46.9213241
3.625566,46.90775593
3.625462,46.89409038
3.625376,46.88043565
3.625299,46.86688912
3.625218,46.85320194
3.625243,46.83964459
3.625207,46.82596822
3.625147,46.81240005
3.625049,46.79874532
3.624971,46.7850906
3.624814,46.77152243
3.624801,46.7578677
3.624688,46.74422379
3.624633,46.73065562
3.624462,46.71707663
3.624302,46.70344354
3.624189,46.68978882
3.624104,46.67619901
3.623978,46.66256592
3.623905,46.64896529
3.623873,46.63534302
3.623786,46.62178567
3.623658,46.60809849
3.623569,46.59454114
3.623569,46.58088641
3.623613,46.5672966
3.623472,46.55370679
3.623353,46.54008453
3.623302,46.52647308
3.623199,46.51288327
3.623152,46.49921772
3.622998,46.48566037
3.622939,46.47207056
3.622691,46.45845911
3.622608,46.44480439
3.622472,46.4311713
3.622454,46.41758149
3.622388,46.4039484
3.622301,46.39035859
3.622247,46.3767796
3.622089,46.36317898
3.622003,46.34954589
3.621959,46.3359669
3.621903,46.32226889
3.621943,46.30873318
3.621889,46.295046
3.621774,46.28155357
3.621674,46.26794212
3.621596,46.25427657
3.621488,46.24066512
3.621416,46.22702121
3.621237,46.21351796
3.621108,46.19986324
3.62102,46.18624097
3.620885,46.17269444
3.620865,46.15906135
3.620783,46.1454499
3.620618,46.13180599
3.620562,46.11821619
3.6205,46.10462638
3.620387,46.09101493
3.620417,46.0774143
3.620457,46.06386777
3.620307,46.05028878
3.620234,46.0366016
3.620138,46.02303343
3.620088,46.0094328
3.620028,45.99585381
3.619944,45.98219908
3.619765,45.96863091
3.619678,45.95501947
3.619501,45.9414513
3.619459,45.92778575
3.619298,45.9142825
3.619179,45.90067105
3.619184,45.88702714
3.619054,45.87344815
3.619006,45.85984753
3.618887,45.84627936
3.618903,45.83265709
3.618873,45.81908892
3.618797,45.80544501
3.618719,45.79187684
3.618679,45.77822212
3.618527,45.76464313
3.618478,45.75108578
3.618375,45.73747433
3.618402,45.72389534
3.618223,45.71032717
3.618131,45.69673736
3.617943,45.68319084
3.617844,45.66955775
3.617723,45.65590302
3.617674,45.64229157
3.61765,45.62875586
3.617517,45.61518769
3.617399,45.60153297
3.617282,45.58802972
3.6172,45.57437499
3.617296,45.56082846
3.617311,45.54717373
3.617173,45.53358392
3.617104,45.52002657
3.616954,45.50639349
3.616949,45.49282532
3.616816,45.47927879
3.616788,45.46562406
3.616636,45.45206671
3.616485,45.43849854
3.616331,45.42490873
3.616274,45.41137303
3.616229,45.39775076
3.616119,45.38416095
3.616031,45.37051704
3.615949,45.35700297
3.615845,45.34342398
3.615869,45.32979089
3.615749,45.31622273
3.615745,45.3026221
3.615744,45.28904311
3.615685,45.2755074
3.615542,45.26193923
3.615452,45.24827368
3.615391,45.23473797
3.615326,45.22116981
3.615207,45.20758
3.615135,45.19395773
3.614919,45.18037874
3.614855,45.16674565
3.614716,45.1532965
3.614668,45.13965259
3.614598,45.12607361
3.614505,45.11250544
3.614479,45.09890481
3.614388,45.08532582
3.614247,45.07177929
