Estimated Instantaneous Total Power Draw [W]
27852.5
17225
4095
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3575
3900
3997.5
8547.5
10400
9896.25
9100
10140
11992.5
9815
9750
10075
11469.25
20865
31785
32695
33650.5
37391.25
38025
39390
44183.75
46540
49286.25
49075
48863.75
49026.25
49075
49075
48847.5
50050
50066.25
50323
51333.75
52325
52325
52325
52325
51902.5
51350
50700
50375
49757.5
43225
43225
42835
42464.5
42120
42250
41925
41925
41635.75
38720.5
35035
35002.5
34775
34599.5
34125
34125
34125
33800
33800
26487.5
16461.25
11440
6093.75
5606.25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1816.75
8011.25
9425
10263.5
12025
12281.75
12073.75
12350
12350
11700
11700
7800
8336.25
10042.5
14244.75
15275
18687.5
18525
18525
18525
18525
18525
18525
18525
18525
18726.5
18850
18850
18850
18850
18850
18850
18850
18850
18850
19987.5
20231.25
20475
20393.75
20475
20475
20458.75
20475
20150
20150
19545.5
17647.5
16945.5
16285.75
16542.5
16198
14641.25
14300
13975
13975
10562.5
11050
10887.5
11154
11917.75
14170
15372.5
15860
17056
18200
18996.25
21758.75
24521.25
25684.75
26926.25
28063.75
29558.75
29900
29900
30306.25
30550
30550
30550
30777.5
30550
30550
30371.25
30543.5
30290
28795
17663.75
5362.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2600
4680
9295
10400
10400
15275
15275
15600
15600
15551.25
14771.25
15291.25
15925
16032.25
17160
18850
19955
20150
19682
19272.5
19240
19500
19500
19844.5
20150
20150
20150
20475
20679.75
20588.75
20475
18281.25
15648.75
15837.25
13893.75
12073.75
12138.75
10708.75
10452
9425
9587.5
9750
10023
9766.25
10075
9750
9636.25
8840
7978.75
6402.5
4030
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3948.75
3968.25
4225
9750
11050
15112.5
15704
16038.75
17403.75
17988.75
17923.75
18154.5
18525
18801.25
18525
18138.25
17533.75
9425
4875
0
0
0
0
0
0
0
0
0
0
0
0
0
7475
7800
8450
8827
9083.75
9750
10010
11050
11050
11147.5
12236.25
12350
12350
12350
12350
11050
8937.5
8775
9100
9100
8775
8498.75
7247.5
6825
3753.75
2600
3672.5
4225
4670.25
5200
4875
5362.5
6825
7855.25
8775
8775
8498.75
9100
9100
11440
12252.5
13520
16178.5
18216.25
18525
19500
20475
20475
20475
20523.75
21677.5
23253.75
24329.5
26217.75
28047.5
29136.25
29451.5
29094
29250
28762.5
26325
23562.5
22662.25
19483.75
18525
18525
17972.5
17631.25
15291.25
14300
13877.5
12350
12350
12350
12837.5


































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































